BodyFat,Sex,Age,Weight,Height,Neck,Chest,Abdomen,Hip,Thigh,Knee,Ankle,Biceps,Forearm,Wrist
13.78,0,21,51.62,1.64,31.05,82.99,65.34,89.74,49.11,34.0,21.0,26.27,23.08,15.37
7.2,0,23,80.39,1.85,36.56,97.66,79.82,98.83,59.19,37.65,23.03,33.47,29.26,17.73
29.16,1,49,89.04,1.83,40.37,103.37,97.87,103.09,58.6,38.87,23.79,33.7,30.77,18.95
25.97,0,20,67.36,1.68,31.92,88.08,75.54,102.21,57.75,39.96,21.13,31.51,25.13,16.03
14.44,0,24,58.59,1.76,33.42,84.9,70.16,95.09,48.47,33.91,20.24,24.96,22.82,15.05
23.26,0,21,58.78,1.74,30.7,82.4,64.02,97.91,50.66,35.33,21.35,26.27,22.66,15.09
16.85,0,29,64.53,1.71,34.28,86.43,72.24,95.25,54.86,35.51,22.22,27.03,25.26,16.82
8.3,1,46,80.17,1.84,38.0,97.3,86.0,99.3,61.0,38.4,23.8,30.2,29.3,18.8
8.97,1,29,71.71,1.78,36.22,96.45,82.86,96.69,57.11,35.66,22.15,29.23,26.59,17.29
22.59,0,22,61.07,1.67,33.42,85.82,72.66,93.93,50.08,35.49,21.5,26.76,23.88,15.88
28.98,1,51,96.12,1.78,39.7,111.03,107.49,107.73,65.89,41.67,24.46,35.41,30.32,19.24
23.66,0,20,54.75,1.65,30.85,80.59,65.16,91.98,49.29,36.48,20.18,24.61,22.24,15.05
22.31,0,25,66.42,1.6,34.45,94.99,76.31,98.21,53.63,36.61,21.41,27.78,24.77,15.4
15.86,1,50,79.17,1.84,37.41,98.22,86.98,97.92,57.15,38.63,23.14,31.22,29.14,17.93
23.75,0,23,56.26,1.73,30.99,82.08,65.13,94.96,49.0,34.48,20.72,25.98,22.99,15.0
26.82,1,62,98.49,1.77,40.06,117.09,113.02,111.18,63.1,40.93,22.27,35.0,29.53,18.45
10.3,1,23,85.34,1.97,38.0,96.6,85.3,102.5,59.1,37.6,23.2,31.8,29.7,18.3
16.62,0,23,74.99,1.73,35.29,93.78,81.98,103.08,58.05,36.12,23.08,30.01,25.58,16.63
18.22,1,28,104.03,1.87,41.17,106.09,100.42,111.4,70.1,42.34,24.66,37.44,32.87,19.28
16.77,1,46,87.93,1.84,38.82,103.79,96.23,100.86,58.72,38.63,22.4,33.97,30.16,18.72
19.86,0,19,48.53,1.61,28.93,76.85,61.2,90.48,49.44,33.93,20.06,23.84,20.92,14.37
34.08,0,42,113.03,1.73,41.97,124.23,120.48,122.79,70.79,39.25,26.02,35.53,31.85,20.87
22.37,0,36,71.28,1.76,33.97,91.96,82.78,101.1,58.88,37.24,21.75,29.93,26.64,16.91
18.26,0,18,54.06,1.64,30.66,83.66,66.57,93.73,48.93,35.29,22.37,25.29,22.54,15.5
28.3,0,29,74.84,1.72,33.8,94.48,86.01,106.2,54.74,38.21,21.95,29.9,25.87,17.16
19.95,1,42,80.25,1.73,37.29,101.83,91.27,100.93,62.66,37.71,23.27,35.21,30.25,17.84
20.02,0,31,66.27,1.72,31.3,88.77,76.06,94.53,51.83,37.84,23.14,26.97,26.43,17.54
17.6,0,21,61.96,1.74,31.97,84.92,66.54,99.33,53.49,35.38,21.34,26.27,23.54,15.77
11.71,0,23,69.46,1.81,34.89,91.78,80.05,93.75,52.71,37.78,22.14,27.35,26.35,17.31
17.0,0,26,71.04,1.71,37.67,93.9,87.66,95.64,56.43,37.38,22.71,30.48,28.12,17.81
11.4,1,52,68.92,1.75,38.67,90.54,84.95,96.29,59.24,37.72,21.99,30.7,27.69,18.38
27.49,0,22,80.13,1.77,32.48,88.21,76.57,99.82,55.41,37.52,22.91,29.02,24.82,16.76
22.85,0,21,62.08,1.68,33.42,90.28,76.02,94.44,51.12,35.98,21.83,27.04,24.62,16.04
21.96,0,27,63.93,1.69,35.9,92.04,81.86,95.67,55.83,36.19,22.3,28.01,25.71,16.89
27.77,0,66,80.73,1.68,38.0,107.81,106.13,100.23,58.82,36.84,21.21,30.44,26.48,17.52
26.94,0,42,90.5,1.83,38.21,109.52,96.96,107.63,61.6,39.55,22.7,34.95,29.63,18.01
14.38,0,21,49.44,1.67,29.57,80.75,63.93,88.84,41.05,34.09,19.11,23.77,22.18,15.1
24.95,0,20,68.58,1.68,30.74,85.03,72.45,106.35,55.84,39.38,23.48,28.18,24.79,16.29
24.46,0,22,74.63,1.68,34.77,96.53,84.03,102.17,60.56,38.58,22.67,31.92,27.98,18.21
11.6,0,38,73.9,1.81,35.23,94.01,81.42,97.66,55.33,38.05,23.51,28.23,25.8,16.8
25.72,0,22,67.12,1.65,32.63,92.07,79.84,101.28,56.81,37.86,22.36,28.75,25.09,15.72
15.75,0,43,87.29,1.9,38.13,104.46,87.67,101.61,57.02,39.42,22.36,31.07,28.38,18.73
21.2,1,49,90.04,1.87,40.1,106.5,95.0,101.7,59.0,39.4,22.3,32.2,31.0,18.6
24.68,0,36,76.46,1.72,36.71,87.63,89.31,100.46,58.69,38.07,23.84,31.26,28.18,18.2
27.23,0,22,73.57,1.71,34.46,95.84,81.3,102.94,56.36,36.36,24.06,32.69,27.24,17.52
22.91,0,40,72.79,1.74,36.28,95.4,83.51,97.46,55.04,36.47,22.07,29.94,26.2,16.98
15.21,0,20,54.96,1.7,31.93,81.16,66.47,89.62,50.63,34.63,21.03,24.93,23.38,15.42
25.4,1,45,90.96,1.8,39.44,106.95,101.63,101.81,60.91,38.65,23.04,35.67,30.36,18.97
23.7,0,18,69.79,1.72,32.89,89.61,72.82,103.18,57.57,39.0,22.06,29.32,27.24,16.5
22.3,1,46,92.58,1.86,39.75,106.41,101.37,106.08,64.5,41.08,23.57,34.04,29.04,19.0
23.35,0,29,67.21,1.72,33.35,88.22,75.29,100.81,53.38,38.0,23.0,29.01,25.97,16.74
18.23,1,38,80.45,1.87,38.04,99.93,92.65,98.08,57.49,39.41,22.66,31.76,29.43,17.92
13.61,0,19,55.87,1.61,31.05,85.02,67.61,94.71,52.05,34.52,20.31,26.03,23.33,15.52
21.4,1,40,76.43,1.76,34.2,97.8,92.3,100.6,57.5,36.8,22.8,32.1,26.0,17.3
20.92,0,26,66.1,1.71,31.05,84.77,73.22,102.12,53.34,38.13,22.57,27.96,24.74,15.96
21.25,1,68,79.27,1.74,38.38,101.38,93.55,97.77,54.91,38.19,21.91,30.58,25.92,18.76
24.03,0,26,53.23,1.63,31.95,85.01,66.44,91.29,47.65,34.43,21.22,24.95,23.15,15.07
23.23,0,26,78.46,1.81,34.32,94.74,81.66,104.58,57.5,38.81,24.87,29.4,27.32,17.92
4.6,1,26,63.69,1.83,35.02,90.58,75.56,91.16,51.28,35.41,21.76,26.05,25.12,16.85
13.58,1,55,69.6,1.8,36.86,95.18,86.24,91.93,54.43,35.38,21.43,32.43,27.36,18.49
30.11,1,60,77.12,1.76,38.38,97.17,95.02,98.75,57.05,38.87,23.95,30.36,27.73,18.89
18.05,0,38,73.17,1.74,37.32,94.31,84.59,99.23,56.77,37.2,22.29,31.67,27.56,17.66
3.93,0,41,61.77,1.71,37.78,87.59,77.57,88.6,51.89,34.9,22.5,27.7,27.49,18.49
23.05,0,24,60.93,1.61,31.21,90.83,71.99,98.59,51.54,37.08,21.28,27.78,23.78,16.22
14.91,0,23,70.64,1.79,35.55,92.45,81.52,95.77,56.45,36.6,22.04,33.35,28.17,17.28
7.35,1,50,67.76,1.76,36.5,92.53,80.73,92.43,53.39,37.54,22.27,28.74,26.96,18.16
9.61,1,49,75.09,1.79,38.5,93.4,80.99,94.93,57.44,39.63,23.97,30.27,29.15,18.26
17.99,0,29,79.24,1.83,37.15,95.11,84.09,102.63,57.2,37.81,22.5,30.57,26.48,16.81
16.42,1,47,79.88,1.85,36.64,98.36,89.0,100.37,58.94,40.32,22.73,31.23,28.57,18.18
12.29,1,23,69.99,1.72,36.21,93.09,85.2,94.51,59.0,37.31,21.9,32.0,27.41,17.1
14.89,1,25,70.11,1.8,35.66,91.51,81.52,94.92,56.1,36.44,22.02,32.77,27.98,17.26
13.31,0,24,74.18,1.79,36.02,95.39,82.87,96.43,56.99,37.92,22.3,29.1,27.39,17.98
31.8,0,21,67.07,1.66,32.0,86.22,72.24,106.63,57.5,38.78,22.91,29.55,25.0,16.62
18.53,1,45,76.26,1.71,36.85,100.75,90.13,99.84,60.7,36.09,21.93,35.41,30.21,17.56
30.08,0,25,75.55,1.72,33.47,94.46,85.35,108.27,55.17,38.08,21.68,29.39,25.15,16.85
24.12,0,18,62.14,1.68,33.5,90.0,75.0,95.0,51.0,36.0,22.0,26.8,24.5,16.0
26.94,0,20,64.01,1.62,31.11,84.73,71.86,95.15,51.96,35.43,20.19,27.87,22.01,14.6
19.5,0,55,83.39,1.83,38.16,100.74,93.29,100.22,58.75,39.02,22.82,33.43,29.22,18.55
12.77,0,24,68.4,1.76,33.83,89.96,75.44,99.09,54.6,36.02,21.9,29.26,26.33,17.02
21.78,0,63,69.04,1.75,36.06,93.39,88.77,98.78,52.92,36.63,21.36,29.92,25.99,17.87
14.69,1,33,68.4,1.72,34.73,90.41,77.14,95.65,57.8,35.73,22.67,30.82,27.85,17.71
19.57,0,26,74.91,1.87,34.8,90.41,80.94,98.34,56.34,37.73,21.39,32.04,26.99,17.43
27.34,1,43,89.33,1.84,38.64,103.38,96.53,105.81,64.45,41.58,23.23,34.89,30.45,17.78
15.79,0,42,71.04,1.7,36.23,96.79,81.0,95.32,57.07,36.91,23.21,32.78,27.95,17.45
14.19,1,44,61.93,1.74,33.18,92.63,83.74,90.67,52.35,35.81,20.63,28.83,25.57,16.34
26.7,1,58,73.37,1.71,35.1,94.9,94.9,100.2,56.8,35.9,21.0,27.8,26.1,17.6
30.92,0,19,78.74,1.74,34.23,87.56,96.61,106.81,55.79,39.89,22.23,30.8,26.29,17.58
22.59,0,20,59.99,1.68,30.74,79.9,65.74,103.08,51.57,38.98,23.02,24.74,22.71,15.6
23.09,0,21,59.75,1.62,30.94,85.84,69.88,98.71,51.79,36.1,20.66,27.08,23.87,14.89
29.4,0,21,71.31,1.68,34.75,88.79,78.35,105.13,56.45,36.11,22.25,28.9,24.61,16.3
19.17,1,27,106.21,1.88,41.15,107.15,101.5,112.68,71.4,42.95,24.78,37.8,33.21,19.36
21.06,1,40,88.18,1.86,39.71,104.09,94.31,100.32,61.94,39.29,22.08,33.33,29.62,18.13
17.93,1,45,71.53,1.73,36.0,95.44,88.55,93.17,54.95,37.39,21.94,31.66,27.39,18.23
22.21,1,41,92.56,1.86,38.97,106.25,99.25,105.15,64.2,41.09,23.69,34.51,28.61,18.66
20.32,0,43,78.44,1.74,36.06,99.05,85.11,103.21,59.3,38.82,23.36,33.01,28.68,18.35
19.99,1,40,75.89,1.81,36.78,92.5,87.69,97.98,60.34,36.94,22.36,31.86,28.08,17.01
7.7,1,39,56.81,1.73,31.5,85.1,76.0,88.2,50.0,34.7,21.0,26.1,23.1,16.1
20.24,0,23,55.06,1.69,30.97,85.69,67.27,93.26,49.89,34.76,20.71,24.92,23.09,15.62
21.55,1,49,78.31,1.75,37.58,99.14,93.87,100.44,58.07,38.2,22.27,29.98,27.49,18.33
17.55,0,21,59.21,1.65,32.11,89.95,71.29,93.25,50.19,35.65,21.93,28.26,24.05,15.93
26.76,0,34,66.44,1.62,34.9,99.07,87.33,101.05,53.2,34.31,20.59,28.17,25.53,15.74
24.62,0,20,63.67,1.67,31.63,83.32,78.41,100.05,52.68,37.29,23.55,27.1,24.55,16.89
20.77,0,21,54.75,1.62,31.05,87.13,67.31,94.66,47.38,32.96,20.81,26.84,22.84,14.69
25.7,0,46,86.45,1.84,39.0,100.3,93.12,101.92,57.0,38.33,23.92,32.08,29.58,18.67
19.18,0,20,53.63,1.69,30.41,79.44,63.29,91.53,48.82,35.62,20.41,24.29,21.91,14.91
31.19,0,54,90.73,1.77,39.5,103.89,103.03,107.19,63.82,40.77,24.46,34.72,30.61,18.23
17.43,0,22,52.94,1.7,30.67,77.89,64.44,92.54,47.7,35.19,20.48,24.34,22.17,14.84
25.2,1,26,101.15,1.78,40.6,114.1,106.8,113.9,67.6,42.7,24.7,36.0,30.4,18.4
20.94,0,24,79.65,1.74,34.42,96.27,82.73,99.49,55.29,37.49,22.27,30.01,26.31,17.07
13.56,0,36,65.33,1.73,34.97,93.29,81.05,92.94,53.39,36.16,21.75,30.27,28.12,16.88
23.64,0,18,61.69,1.64,32.03,86.82,67.76,94.87,49.29,35.65,21.28,25.83,24.08,15.91
20.8,1,32,81.87,1.77,38.4,102.0,91.6,103.9,63.4,38.3,21.5,32.5,28.6,17.7
24.9,1,46,87.32,1.82,38.0,106.6,97.5,100.6,58.9,40.5,24.5,33.3,29.6,19.1
11.99,0,20,49.96,1.6,29.95,79.98,63.39,89.04,49.72,33.67,20.45,24.33,21.55,15.05
12.1,1,40,72.24,1.77,35.3,92.3,86.8,96.1,58.0,39.4,22.7,30.0,26.4,17.4
30.11,0,44,92.21,1.77,36.3,109.42,105.03,111.27,65.24,40.02,24.36,35.07,28.8,17.96
18.66,0,25,65.75,1.71,33.94,90.84,77.37,96.11,53.24,35.95,22.96,27.72,24.94,16.51
12.29,0,39,75.8,1.76,36.65,99.08,85.19,97.21,57.89,38.39,23.24,30.37,27.3,18.06
23.65,0,33,71.26,1.72,35.79,91.37,84.85,98.07,52.93,37.02,21.07,32.23,27.1,17.36
22.64,0,23,69.38,1.67,33.4,88.92,74.3,99.22,56.08,39.05,23.91,27.2,25.2,16.53
17.13,0,50,78.15,1.76,37.43,102.6,87.87,99.31,58.09,37.17,22.79,34.34,29.6,18.59
17.91,0,27,74.92,1.78,35.37,95.17,81.92,99.47,55.86,38.86,23.44,27.59,26.65,17.85
20.62,0,48,66.85,1.79,34.81,89.3,81.89,93.76,54.07,34.32,21.67,28.88,26.64,17.03
22.85,0,37,72.99,1.7,34.57,94.61,85.29,98.13,57.57,37.6,22.23,29.16,26.26,16.67
25.35,0,7,65.39,1.66,34.17,88.55,73.36,100.11,55.04,37.77,23.68,29.18,25.36,16.18
15.88,0,27,82.65,1.72,37.84,106.25,89.09,102.2,63.85,38.58,22.84,36.94,30.34,18.42
24.98,0,19,68.28,1.66,31.92,85.21,69.52,98.21,54.42,38.28,23.51,26.79,24.21,16.23
20.25,0,33,64.96,1.74,32.85,88.91,73.19,97.68,52.64,36.42,21.76,28.6,24.89,16.33
23.8,1,45,84.69,1.75,38.06,104.83,96.54,102.98,60.68,38.49,22.47,33.56,29.23,18.52
22.54,0,20,58.65,1.64,30.94,86.74,70.27,92.79,49.32,34.55,20.94,27.04,23.5,15.94
31.4,0,21,64.83,1.6,32.89,85.84,73.68,105.05,53.82,38.34,22.57,31.8,26.37,17.43
26.65,0,18,61.24,1.64,32.5,89.0,76.0,98.0,50.0,37.0,20.0,27.5,23.7,15.5
18.77,1,43,86.36,1.82,38.89,103.61,98.18,102.16,60.09,39.49,23.31,30.93,28.45,18.44
19.01,0,28,66.34,1.67,33.8,87.53,73.12,94.71,52.76,35.64,21.94,27.29,25.52,17.05
27.46,0,24,74.27,1.73,32.96,87.74,76.56,97.17,54.13,36.37,21.97,27.93,24.28,16.48
9.27,0,32,60.49,1.74,32.83,84.29,72.91,92.55,50.86,34.75,21.27,24.88,24.51,16.35
22.22,0,44,71.36,1.69,36.23,97.81,85.27,97.96,56.31,36.14,21.97,30.68,26.86,17.54
22.78,0,21,57.08,1.6,32.11,84.76,71.4,93.11,51.78,34.42,21.03,26.66,23.12,15.06
25.8,1,61,80.74,1.7,37.4,105.3,99.7,99.7,60.8,40.1,22.7,33.6,29.0,18.8
9.01,0,40,61.05,1.7,33.46,89.31,75.5,94.3,53.74,34.4,22.5,27.56,25.72,16.67
23.04,0,25,69.8,1.7,34.23,90.53,76.02,103.28,52.17,37.06,23.76,28.2,25.81,16.86
19.26,0,32,65.44,1.77,31.87,90.31,74.91,95.6,53.64,35.0,21.7,26.37,24.14,15.77
23.04,1,42,77.1,1.8,34.73,99.49,90.64,98.62,58.3,38.3,22.41,31.66,27.38,17.64
22.95,1,46,68.84,1.75,36.39,92.5,87.44,96.24,55.23,35.7,21.77,29.84,27.08,17.61
17.75,0,36,73.5,1.87,36.74,96.07,86.22,95.58,53.82,37.91,21.91,29.21,27.58,17.08
22.72,0,28,67.26,1.71,36.51,96.4,84.38,96.26,57.21,36.12,21.29,28.85,26.22,17.15
15.18,0,50,63.54,1.65,35.65,90.95,80.15,94.04,54.89,35.76,21.53,29.11,26.32,16.65
22.39,0,31,91.57,1.78,41.08,105.36,94.65,105.95,65.21,39.39,23.96,37.05,30.78,18.95
19.77,1,48,82.69,1.81,40.2,100.55,94.51,99.93,59.51,39.01,23.42,32.49,28.05,18.57
25.28,1,40,105.25,1.87,41.66,117.09,110.34,109.29,68.75,41.19,24.59,37.03,31.8,19.81
31.65,0,44,85.47,1.72,37.72,100.82,96.63,107.27,61.96,40.67,24.48,33.11,29.09,17.96
33.15,0,22,73.7,1.66,33.94,97.27,83.89,104.16,57.81,37.74,22.88,30.27,25.81,16.66
12.93,1,25,77.13,1.8,36.5,96.46,82.75,97.89,59.69,37.77,21.99,32.86,29.49,18.11
27.07,0,20,66.68,1.7,31.5,85.5,68.0,100.5,57.2,36.0,22.0,26.5,23.5,15.5
27.17,0,58,88.29,1.77,39.81,108.89,100.84,104.45,60.7,39.26,22.6,36.44,30.14,18.84
15.74,1,38,82.5,1.76,39.91,100.48,92.68,101.97,61.32,38.56,23.29,32.39,29.44,19.23
23.69,0,20,67.31,1.72,31.75,86.88,76.22,98.27,52.5,37.27,20.88,31.18,24.77,16.0
13.27,0,20,53.7,1.7,30.44,79.63,61.87,95.62,47.94,34.56,20.45,25.17,23.35,15.3
20.4,0,29,67.53,1.78,33.47,90.93,71.86,99.52,46.66,37.42,21.06,26.94,24.05,15.94
17.25,0,25,69.46,1.8,32.66,90.42,71.8,102.49,53.26,36.84,22.53,27.94,24.11,15.54
17.53,0,39,71.6,1.78,34.26,93.82,83.85,94.71,54.2,37.55,22.61,27.34,25.72,17.1
33.4,0,27,90.48,1.74,36.44,98.8,101.6,109.15,62.43,40.68,23.84,33.39,27.63,17.49
22.47,0,42,77.6,1.77,35.38,96.11,88.71,99.29,57.62,38.2,22.95,27.82,26.18,17.23
19.1,0,22,73.72,1.77,33.5,90.97,78.85,98.88,55.31,37.72,21.39,33.13,26.65,16.59
12.35,1,41,70.42,1.76,36.74,92.14,81.88,92.86,55.01,36.46,21.99,30.11,27.64,18.07
24.77,1,27,99.16,1.78,40.28,112.77,105.48,112.51,66.86,42.32,24.5,35.28,30.03,18.28
19.43,0,22,55.45,1.65,31.02,86.8,69.32,91.23,46.66,35.41,22.04,25.91,22.7,15.57
19.31,0,21,50.73,1.67,30.89,81.68,64.09,88.24,46.72,34.54,20.16,23.12,21.64,15.08
33.16,1,46,83.74,1.68,37.99,110.95,105.44,108.87,61.9,38.2,22.04,32.44,29.26,17.37
31.39,0,33,84.46,1.71,37.39,107.97,98.05,103.29,57.85,38.92,21.05,31.75,27.77,16.61
18.91,1,30,79.81,1.76,36.3,103.03,90.18,98.75,57.64,38.09,22.69,31.84,27.74,17.8
22.21,0,37,96.91,1.85,39.94,110.94,100.2,107.66,65.29,40.37,24.23,34.9,30.12,19.14
21.07,0,40,78.32,1.77,36.83,100.5,85.69,99.47,57.86,37.35,21.24,32.33,28.49,17.12
16.68,0,25,57.74,1.65,32.18,83.11,71.64,93.83,53.87,34.0,20.65,27.37,24.16,15.5
15.43,0,23,52.65,1.67,30.45,83.37,66.8,89.31,43.06,34.71,19.73,24.97,22.97,15.54
27.17,0,19,64.91,1.66,31.36,92.83,77.21,102.66,54.17,36.6,21.5,28.02,24.22,15.86
19.95,0,34,66.26,1.66,32.37,89.59,73.58,97.65,50.28,34.89,20.35,26.8,23.72,16.09
17.73,0,49,71.41,1.73,36.0,94.95,87.3,95.84,53.78,38.23,22.65,30.9,28.28,18.08
3.31,1,37,56.22,1.72,34.81,83.2,71.58,85.13,49.09,34.0,20.7,28.12,25.61,16.5
18.69,1,37,72.51,1.68,36.23,98.2,91.39,98.17,61.88,38.21,21.81,30.86,26.46,16.91
32.06,0,49,88.35,1.71,36.12,109.6,101.17,110.42,58.79,39.66,22.58,32.63,27.83,18.23
17.57,0,27,74.95,1.87,35.06,90.98,81.51,97.7,56.1,37.55,21.66,31.57,27.15,17.38
17.73,0,39,76.82,1.88,37.56,98.59,89.87,95.48,55.25,38.8,22.39,30.37,28.75,17.64
34.09,1,44,118.38,1.75,43.13,127.74,125.37,124.9,72.22,39.65,26.55,36.41,32.69,21.32
14.67,0,20,50.09,1.68,31.04,78.62,62.47,87.09,48.08,33.53,20.53,23.55,22.53,15.02
17.89,0,31,65.39,1.64,34.87,94.87,80.81,94.72,54.69,35.69,22.1,31.86,27.54,17.24
22.96,1,35,91.22,1.78,38.98,107.24,101.47,108.33,63.17,40.56,23.65,32.72,29.11,18.07
28.5,0,37,79.85,1.74,36.07,104.2,98.78,103.45,61.82,39.89,23.69,32.34,27.11,17.31
22.12,0,29,70.3,1.71,35.36,94.98,80.27,98.5,55.38,37.86,21.76,29.02,25.83,17.17
9.99,1,48,73.29,1.73,36.49,97.82,88.54,97.16,57.56,36.99,23.03,30.98,27.66,17.34
18.92,0,21,60.54,1.65,31.81,83.58,67.46,93.0,50.46,32.47,21.65,25.77,24.04,16.15
26.56,0,22,73.33,1.7,34.56,94.79,80.38,103.39,56.58,36.38,24.12,32.99,27.24,17.57
12.48,1,27,75.01,1.77,35.72,95.09,80.55,98.07,59.12,36.26,22.86,31.65,28.59,17.85
30.64,0,18,71.4,1.71,33.12,84.49,89.64,103.8,52.56,38.14,21.26,29.13,25.03,16.98
27.3,1,48,98.1,1.89,40.13,115.55,104.17,109.12,63.79,40.31,23.24,36.8,30.97,18.89
17.49,0,19,60.64,1.63,32.09,85.24,66.22,96.69,53.24,34.76,21.47,28.68,24.47,15.98
19.45,0,32,72.4,1.81,35.97,98.75,83.98,96.24,53.04,37.28,21.51,29.69,27.2,16.89
12.31,0,24,80.85,1.82,36.9,96.67,80.23,101.82,59.59,38.04,24.12,32.23,27.04,17.73
25.24,0,54,77.61,1.7,36.44,95.94,94.64,99.75,59.33,39.63,22.75,32.46,28.1,18.42
17.64,0,22,54.43,1.69,31.0,81.5,63.0,93.0,50.0,36.5,21.0,25.0,22.5,15.5
19.17,1,46,93.11,1.77,39.84,109.97,100.79,107.8,63.3,38.83,23.95,32.69,30.05,19.63
13.76,1,28,88.18,1.78,40.69,108.69,96.63,104.16,62.66,40.33,24.13,32.56,31.83,19.6
15.71,1,29,78.86,1.82,37.44,99.27,88.14,97.46,58.9,38.71,23.14,31.46,29.22,18.61
9.29,0,37,58.57,1.72,32.55,83.62,69.35,90.39,49.66,34.98,21.39,26.15,24.42,16.33
24.83,1,52,89.23,1.83,38.35,103.85,100.99,104.45,63.86,40.38,23.37,34.08,29.8,18.51
18.39,0,28,66.38,1.77,34.27,86.1,77.26,95.76,53.97,36.42,22.76,28.76,25.55,16.66
17.57,0,21,56.35,1.63,31.03,82.1,64.16,94.03,52.52,35.02,20.51,25.72,21.53,15.02
18.34,1,46,96.56,1.82,41.28,105.6,102.57,106.86,66.46,41.66,24.44,36.63,30.77,19.32
23.07,0,22,49.44,1.61,28.8,76.1,62.8,90.2,49.2,33.0,19.7,25.0,21.0,15.0
20.91,0,20,59.88,1.69,30.67,56.67,66.5,98.67,50.0,36.67,22.17,25.67,22.67,16.03
17.81,1,32,82.83,1.87,38.8,100.28,91.91,101.01,59.3,36.85,22.6,30.95,28.46,18.0
14.7,0,20,49.9,1.68,31.0,78.5,62.3,87.0,48.0,33.5,20.5,23.5,22.5,15.0
11.75,0,52,80.38,1.75,40.4,105.63,93.45,98.48,57.22,37.02,21.7,33.58,30.65,19.0
15.81,1,34,72.08,1.75,37.01,95.53,85.53,94.2,56.46,36.71,22.48,32.29,28.14,17.44
26.68,0,21,57.17,1.57,30.78,84.08,66.96,92.44,49.83,33.87,21.41,26.35,22.96,15.52
22.7,0,25,62.04,1.62,31.23,88.23,78.52,97.24,51.46,35.87,22.07,26.67,23.55,15.15
13.09,0,23,56.91,1.72,30.98,78.29,66.33,94.0,50.51,34.5,21.82,22.91,22.64,15.35
22.59,0,21,58.94,1.59,31.67,83.34,69.63,99.23,52.1,36.41,21.67,29.34,24.79,16.74
20.5,1,46,80.29,1.78,37.2,99.7,95.6,102.2,58.3,38.2,22.5,29.1,27.7,17.7
31.53,0,38,73.55,1.65,35.51,103.84,93.71,105.67,56.66,36.23,21.27,29.46,27.42,16.73
23.72,0,21,73.58,1.69,35.06,93.55,81.91,104.01,60.97,38.73,23.07,30.87,26.68,16.29
20.49,0,35,68.63,1.75,33.6,90.79,78.83,100.21,53.85,38.1,22.4,28.71,26.38,17.66
7.9,1,34,59.65,1.71,36.2,88.6,74.6,85.3,51.7,34.7,21.4,28.7,27.0,16.5
13.97,0,52,57.71,1.64,33.27,88.01,75.6,89.96,51.19,35.37,19.3,29.25,25.64,16.87
18.32,0,20,53.47,1.63,30.49,83.75,66.45,92.2,47.94,33.69,21.0,25.56,21.94,14.84
12.05,1,49,70.68,1.76,37.95,92.26,86.29,96.8,59.41,37.81,21.74,30.88,27.71,18.13
0.0,1,40,53.75,1.73,33.8,79.3,69.4,85.0,47.2,33.5,20.2,27.7,24.6,16.5
20.91,0,20,62.55,1.75,31.09,87.82,68.91,96.44,49.41,36.09,21.5,25.77,24.03,15.78
8.56,0,20,44.45,1.61,29.7,77.5,63.5,82.5,45.5,33.0,19.0,20.5,20.0,14.8
24.77,0,34,65.8,1.69,36.18,92.8,82.11,94.61,52.28,35.88,21.61,28.55,26.13,16.89
8.33,1,49,63.68,1.72,36.78,90.31,82.67,90.06,50.28,33.94,21.54,29.86,26.31,17.09
14.36,1,40,72.94,1.78,36.79,92.22,83.03,94.77,56.42,37.29,22.42,30.42,27.75,18.02
26.98,0,53,84.8,1.74,39.06,106.2,97.51,103.31,59.28,38.92,22.44,35.47,29.46,18.52
14.17,0,37,70.32,1.75,34.41,96.16,78.99,95.4,53.71,36.13,21.79,29.85,26.62,17.28
24.31,0,20,63.84,1.66,31.95,87.12,72.46,101.22,52.82,39.26,22.09,27.63,24.52,15.74
25.45,0,21,87.64,1.74,37.77,99.84,89.45,108.0,63.04,41.58,24.69,34.93,29.39,19.08
18.79,0,20,54.52,1.62,31.12,83.11,67.35,92.98,47.24,35.53,21.38,26.85,23.24,15.24
29.95,0,30,89.98,1.74,36.85,103.88,100.36,108.75,67.07,39.73,23.5,33.05,29.19,17.69
17.43,0,27,74.03,1.77,37.12,91.97,82.11,101.62,57.94,36.73,22.63,29.79,29.16,17.82
16.63,0,21,57.05,1.68,30.2,87.76,67.24,94.95,50.64,34.36,21.22,25.13,23.03,16.22
11.75,0,22,72.94,1.83,35.31,93.12,77.6,94.82,56.09,36.47,22.71,30.18,26.95,18.05
17.88,0,24,55.71,1.62,31.84,83.38,68.04,93.57,48.16,35.92,21.53,27.55,23.66,15.4
13.26,0,45,71.72,1.69,37.84,97.56,84.26,95.87,60.43,38.45,22.92,30.2,26.92,17.75
21.75,1,58,89.84,1.82,41.03,110.35,104.71,101.01,57.21,38.26,22.8,33.91,28.85,18.75
20.98,1,35,81.84,1.79,39.04,100.74,92.15,99.12,61.19,37.81,22.61,32.54,29.24,17.85
13.78,1,34,84.05,1.76,40.7,99.28,92.38,103.34,63.59,37.51,23.66,33.29,30.57,19.7
28.05,1,55,89.25,1.78,39.55,103.25,101.39,105.92,63.24,40.82,24.34,33.96,30.21,18.43
25.37,0,24,51.42,1.61,31.4,83.85,66.16,90.64,47.59,33.75,21.17,24.54,22.54,14.81
